Faculty Name,University,Conference,Category,Score,Source File,Matched
Dima Damen,University of Bristol,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Dimitri Ognibene,University of Essex,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Dimitris Samaras,Stony Brook University,ICCV,Computer Vision & Image Processing,0.75,ICCV2021_1012_fulln.csv,Yes
Dina Katabi,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.95,ICCV2021_1012_fulln.csv,Yes
Dirk Englund,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Dit-Yan Yeung,HKUST,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Dmitry Berenson,University of Michigan,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Dmitry P. Vetrov,HSE University,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Dong Gong,UNSW,ICCV,Computer Vision & Image Processing,0.4678571428571428,ICCV2021_1012_fulln.csv,Yes
Dong Zhang,Soochow University,ICCV,Computer Vision & Image Processing,0.2857142857142857,ICCV2021_1012_fulln.csv,Yes
Dongfang Liu,Rochester Institute of Technology,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Dongjin Song,University of Connecticut,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Dorit Aharonov,Hebrew University of Jerusalem,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Duanqing Xu,Zhejiang University,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Duen Horng Chau,Georgia Institute of Technology,ICCV,Computer Vision & Image Processing,0.375,ICCV2021_1012_fulln.csv,Yes
Ehud Rivlin,Technion,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Eirina Bourtsoulatze,University of Essex,ICCV,Computer Vision & Image Processing,0.4,ICCV2021_1012_fulln.csv,Yes
Elmar Eisemann,TU Delft,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Emily Mower,University of Michigan,ICCV,Computer Vision & Image Processing,0.1111111111111111,ICCV2021_1012_fulln.csv,Yes
Emily Mower Provost,University of Michigan,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Emma Brunskill,Stanford University,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Enrique Dunn,Stevens Institute of Technology,ICCV,Computer Vision & Image Processing,0.35,ICCV2021_1012_fulln.csv,Yes
Eric Patterson,Clemson University,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Erkut Erdem,Hacettepe University,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Ernesto G. Birgin,USP,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Esa Rahtu,Tampere University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Eugene Belilovsky,Concordia University,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Eugene Fiume,Simon Fraser University,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Eunbyung Park,Sungkyunkwan University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Evan Shelhamer,University of British Columbia,ICCV,Computer Vision & Image Processing,2.1666666666666665,ICCV2021_1012_fulln.csv,Yes
Evangelos Kalogerakis,University of Massachusetts Amherst,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Fabio Galasso,Sapienza University of Rome,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Fadel Adib,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.95,ICCV2021_1012_fulln.csv,Yes
Fahad Shahbaz Khan,MBZUAI,ICCV,Computer Vision & Image Processing,0.3928571428571428,ICCV2021_1012_fulln.csv,Yes
Fatma Güney,Koç University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Federica Arrigoni,Politecnico di Milano,ICCV,Computer Vision & Image Processing,1.25,ICCV2021_1012_fulln.csv,Yes
Fei Su,BUPT,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Felix Heide,Princeton University,ICCV,Computer Vision & Image Processing,0.4345238095238095,ICCV2021_1012_fulln.csv,Yes
Fengbo Ren,Arizona State University,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Fengxiang He,University of Edinburgh,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Ferenc Huszar,University of Cambridge,ICCV,Computer Vision & Image Processing,0.2159090909090909,ICCV2021_1012_fulln.csv,Yes
Ferenc Huszár,University of Cambridge,ICCV,Computer Vision & Image Processing,0.1,ICCV2021_1012_fulln.csv,Yes
Fernanda B. Viégas,Harvard University,ICCV,Computer Vision & Image Processing,0.125,ICCV2021_1012_fulln.csv,Yes
Finale Doshi-Velez,Harvard University,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Fisher Yu 0001,ETH Zurich,ICCV,Computer Vision & Image Processing,0.0769230769230769,ICCV2021_1012_fulln.csv,Yes
Francesco Locatello,IST Austria,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Francis Bach,Ecole Normale Superieure,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Francis R. Bach,Ecole Normale Superieure,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Frank Hutter,University of Freiburg,ICCV,Computer Vision & Image Processing,1.0,ICCV2021_1012_fulln.csv,Yes
Frank Wang,University of Kent,ICCV,Computer Vision & Image Processing,0.1,ICCV2021_1012_fulln.csv,Yes
Frank Wood,University of British Columbia,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
François Fleuret,EPFL,ICCV,Computer Vision & Image Processing,0.5833333333333333,ICCV2021_1012_fulln.csv,Yes
Friedrich Fraundorfer,Graz University of Technology,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Frédo Durand,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.5833333333333333,ICCV2021_1012_fulln.csv,Yes
Gabriel Taubin,Brown University,ICCV,Computer Vision & Image Processing,0.7,ICCV2021_1012_fulln.csv,Yes
Gagandeep Singh 0001,Univ. of Illinois at Urbana-Champaign,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Gangshan Wu,Nanjing University,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Gaurav Sharma,University of Rochester,ICCV,Computer Vision & Image Processing,0.4,ICCV2021_1012_fulln.csv,Yes
Gedas Bertasius,University of North Carolina,ICCV,Computer Vision & Image Processing,1.1666666666666663,ICCV2021_1012_fulln.csv,Yes
George J. Pappas,University of Pennsylvania,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
George Kesidis,Pennsylvania State University,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Georgia Gkioxari,California Institute of Technology,ICCV,Computer Vision & Image Processing,2.033333333333333,ICCV2021_1012_fulln.csv,Yes
Gerard Pons-Moll,University of Tübingen,ICCV,Computer Vision & Image Processing,3.376190476190476,ICCV2021_1012_fulln.csv,Yes
Gerard de Melo,Hasso Plattner Institute,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Giacomo Tarroni,City University of London,ICCV,Computer Vision & Image Processing,0.1,ICCV2021_1012_fulln.csv,Yes
Gianfranco Doretto,West Virginia University,ICCV,Computer Vision & Image Processing,0.5833333333333333,ICCV2021_1012_fulln.csv,Yes
Giorgos Tolias,Czech Technical University,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Gopalakrishnan Srinivasan,IIT Madras,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Gordon Wetzstein,Stanford University,ICCV,Computer Vision & Image Processing,1.8345238095238088,ICCV2021_1012_fulln.csv,Yes
Grant Van Horn,University of Massachusetts Amherst,ICCV,Computer Vision & Image Processing,0.5833333333333333,ICCV2021_1012_fulln.csv,Yes
Gregory Shakhnarovich,TTI Chicago,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Guanbin Li,Sun Yat-sen University,ICCV,Computer Vision & Image Processing,1.4,ICCV2021_1012_fulln.csv,Yes
Guanying Chen,CUHK (SZ),ICCV,Computer Vision & Image Processing,0.6666666666666666,ICCV2021_1012_fulln.csv,Yes
Guha Balakrishnan,Rice University,ICCV,Computer Vision & Image Processing,1.1333333333333333,ICCV2021_1012_fulln.csv,Yes
Guiguang Ding,Tsinghua University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Guillaume Bellec,TU Wien,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Gunhee Kim,Seoul National University,ICCV,Computer Vision & Image Processing,1.8666666666666665,ICCV2021_1012_fulln.csv,Yes
Guo-Jun Qi,University of Central Florida,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Guodong Guo,West Virginia University,ICCV,Computer Vision & Image Processing,0.3428571428571428,ICCV2021_1012_fulln.csv,Yes
Guosheng Lin,Nanyang Technological University,ICCV,Computer Vision & Image Processing,0.45,ICCV2021_1012_fulln.csv,Yes
Guowu Yang,UESTC,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Haggai Maron,Technion,ICCV,Computer Vision & Image Processing,1.3666666666666665,ICCV2021_1012_fulln.csv,Yes
Haibin Ling,Stony Brook University,ICCV,Computer Vision & Image Processing,0.4,ICCV2021_1012_fulln.csv,Yes
Haim Kaplan,Tel Aviv University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Hajime Nagahara,Osaka University,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Hakan Bilen,University of Edinburgh,ICCV,Computer Vision & Image Processing,1.0,ICCV2021_1012_fulln.csv,Yes
Hamid Rezatofighi,Monash University,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Hanan Samet,University of Maryland - College Park,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Hans-Peter Kriegel,LMU Munich,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Hanwang Zhang,Nanyang Technological University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Hany Farid,Univ. of California - Berkeley,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Hao Su 0001,Univ. of California - San Diego,ICCV,Computer Vision & Image Processing,0.91025641025641,ICCV2021_1012_fulln.csv,Yes
Heng Tao Shen,Tongji University,ICCV,Computer Vision & Image Processing,0.4,ICCV2021_1012_fulln.csv,Yes
Henghui Ding,Fudan University,ICCV,Computer Vision & Image Processing,0.4,ICCV2021_1012_fulln.csv,Yes
Hengshuang Zhao,University of Hong Kong,ICCV,Computer Vision & Image Processing,1.1333333333333333,ICCV2021_1012_fulln.csv,Yes
Herbert Edelsbrunner,IST Austria,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Hermann Ney,RWTH Aachen University,ICCV,Computer Vision & Image Processing,0.125,ICCV2021_1012_fulln.csv,Yes
Hideki Koike,Tokyo Institute of Technology,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Hideo Saito,Keio University,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Hilde Kuehne,University of Tübingen,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Hisham Cholakkal,MBZUAI,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Holly E. Rushmeier,Yale University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Hongdong Li,Australian National University,ICCV,Computer Vision & Image Processing,1.1166666666666665,ICCV2021_1012_fulln.csv,Yes
Honghui Shi,Georgia Institute of Technology,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Hongkai Yu,Cleveland State University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Hongyang Chao,Sun Yat-sen University,ICCV,Computer Vision & Image Processing,0.7,ICCV2021_1012_fulln.csv,Yes
Hongzhi Wu,Zhejiang University,ICCV,Computer Vision & Image Processing,0.125,ICCV2021_1012_fulln.csv,Yes
Hongzhi Zhang,Harbin Institute of Technology,ICCV,Computer Vision & Image Processing,0.4,ICCV2021_1012_fulln.csv,Yes
Horst Bischof,Graz University of Technology,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Howie Choset,Carnegie Mellon University,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Huadong Ma,BUPT,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Huaizu Jiang,Northeastern University,ICCV,Computer Vision & Image Processing,1.4833333333333332,ICCV2021_1012_fulln.csv,Yes
Huazhe Xu,Tsinghua University,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Huiyuan Fu,BUPT,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Hwann-Tzong Chen,National Tsing Hua University,ICCV,Computer Vision & Image Processing,0.4,ICCV2021_1012_fulln.csv,Yes
Hyunjung Shim,KAIST,ICCV,Computer Vision & Image Processing,0.6666666666666666,ICCV2021_1012_fulln.csv,Yes
Ian Davidson,Univ. of California - Davis,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
In So Kweon,KAIST,ICCV,Computer Vision & Image Processing,1.45,ICCV2021_1012_fulln.csv,Yes
Inso Kweon,KAIST,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Ioannis Mitliagkas,University of Montreal,ICCV,Computer Vision & Image Processing,1.0,ICCV2021_1012_fulln.csv,Yes
Ira Kemelmacher,University of Washington,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Ira Kemelmacher-Shlizerman,University of Washington,ICCV,Computer Vision & Image Processing,0.9333333333333332,ICCV2021_1012_fulln.csv,Yes
Ismail Ben Ayed,ETS Montreal,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Issei Sato,University of Tokyo,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Ivan Laptev,MBZUAI,ICCV,Computer Vision & Image Processing,1.369047619047619,ICCV2021_1012_fulln.csv,Yes
Jaakko Lehtinen,Aalto University,ICCV,Computer Vision & Image Processing,1.2261904761904765,ICCV2021_1012_fulln.csv,Yes
Jack Valmadre,University of Adelaide,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jacob Andreas,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.6000000000000001,ICCV2021_1012_fulln.csv,Yes
Jaegul Choo,KAIST,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Jaeho Lee,POSTECH,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jaesik Park,Seoul National University,ICCV,Computer Vision & Image Processing,1.0333333333333332,ICCV2021_1012_fulln.csv,Yes
James Andrew Bagnell,Carnegie Mellon University,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
James Hays,Georgia Institute of Technology,ICCV,Computer Vision & Image Processing,1.6,ICCV2021_1012_fulln.csv,Yes
James M. Rehg,Univ. of Illinois at Urbana-Champaign,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
James T. Kwok,HKUST,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Jan C. van Gemert,TU Delft,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Jan Chorowski,University of Wroclaw,ICCV,Computer Vision & Image Processing,0.4,ICCV2021_1012_fulln.csv,Yes
Jan van Gemert,TU Delft,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Jana Kosecka,George Mason University,ICCV,Computer Vision & Image Processing,0.3818181818181818,ICCV2021_1012_fulln.csv,Yes
Jean Ponce,Ecole Normale Superieure,ICCV,Computer Vision & Image Processing,1.119047619047619,ICCV2021_1012_fulln.csv,Yes
Jean-Charles Bazin,KAIST,ICCV,Computer Vision & Image Processing,0.4761904761904761,ICCV2021_1012_fulln.csv,Yes
Jeff Clune,University of British Columbia,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Jia Deng 0001,Princeton University,ICCV,Computer Vision & Image Processing,0.5833333333333333,ICCV2021_1012_fulln.csv,Yes
Jia Li 0003,Beihang University,ICCV,Computer Vision & Image Processing,0.4583333333333333,ICCV2021_1012_fulln.csv,Yes
Jianbing Shen,University of Macau,ICCV,Computer Vision & Image Processing,0.3666666666666667,ICCV2021_1012_fulln.csv,Yes
Jianbo Jiao,University of Birmingham,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jianbo Shi,University of Pennsylvania,ICCV,Computer Vision & Image Processing,0.8333333333333333,ICCV2021_1012_fulln.csv,Yes
Jiangtao Wen,Tsinghua University,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Jianhuang Lai,Sun Yat-sen University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jianlong Wu,Shandong University,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Jianmin Jiang,Shenzhen University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jianmin Wang 0001,Tsinghua University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jiatao Gu,University of Pennsylvania,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jiaya Jia,HKUST,ICCV,Computer Vision & Image Processing,2.366666666666667,ICCV2021_1012_fulln.csv,Yes
Jie Lin,Xidian University,ICCV,Computer Vision & Image Processing,0.3111111111111111,ICCV2021_1012_fulln.csv,Yes
Jimmy Ba,University of Toronto,ICCV,Computer Vision & Image Processing,7.458333333333333,ICCV2021_1012_fulln.csv,Yes
Jin Tae Kwak,Korea University,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Jing Huo,Nanjing University,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Jingkuan Song,Tongji University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jingyi Yu,ShanghaiTech University,ICCV,Computer Vision & Image Processing,0.5333333333333333,ICCV2021_1012_fulln.csv,Yes
Jinjun Wang,Xi'an Jiaotong University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jinsong Su,Xiamen University,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Jinwei Gu,Chinese University of Hong Kong,ICCV,Computer Vision & Image Processing,0.6000000000000001,ICCV2021_1012_fulln.csv,Yes
Jinwei Ye,George Mason University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jinwoo Shin,KAIST,ICCV,Computer Vision & Image Processing,0.5333333333333333,ICCV2021_1012_fulln.csv,Yes
Jiri Matas,Czech Technical University,ICCV,Computer Vision & Image Processing,1.1666666666666667,ICCV2021_1012_fulln.csv,Yes
Jitendra Malik,Univ. of California - Berkeley,ICCV,Computer Vision & Image Processing,6.141341991341991,ICCV2021_1012_fulln.csv,Yes
Joan Bruna,New York University,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Joan Bruna Estrach,New York University,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Jochen Trumpf,Australian National University,ICCV,Computer Vision & Image Processing,1.0,ICCV2021_1012_fulln.csv,Yes
John Aloimonos,University of Maryland - College Park,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
John F. Canny,Univ. of California - Berkeley,ICCV,Computer Vision & Image Processing,1.0,ICCV2021_1012_fulln.csv,Yes
John L. Barron,Western University,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
John Murray-Bruce,University of South Florida,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
John P. Collomosse,University of Surrey,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
John V. Guttag,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.5333333333333333,ICCV2021_1012_fulln.csv,Yes
Jonathan Ventura,UCCS,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Jongheon Jeong,Korea University,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Jonghyun Choi,Seoul National University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jongwoo Lim,Seoul National University,ICCV,Computer Vision & Image Processing,0.5333333333333333,ICCV2021_1012_fulln.csv,Yes
Joonseok Lee,Seoul National University,ICCV,Computer Vision & Image Processing,0.5714285714285714,ICCV2021_1012_fulln.csv,Yes
Jose Dolz,ETS Montreal,ICCV,Computer Vision & Image Processing,0.6666666666666666,ICCV2021_1012_fulln.csv,Yes
Josef Sivic,Czech Technical University,ICCV,Computer Vision & Image Processing,3.052380952380952,ICCV2021_1012_fulln.csv,Yes
Joseph Naor,Technion,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Joseph Y. Halpern,Cornell University,ICCV,Computer Vision & Image Processing,1.0,ICCV2021_1012_fulln.csv,Yes
Joshua Siegel,Michigan State University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
João Paulo Costeira,Universidade de Lisboa,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Judy Hoffman,Georgia Institute of Technology,ICCV,Computer Vision & Image Processing,0.8333333333333333,ICCV2021_1012_fulln.csv,Yes
Juergen Gall,University of Bonn,ICCV,Computer Vision & Image Processing,0.9857142857142858,ICCV2021_1012_fulln.csv,Yes
Juho Kannala,Aalto University,ICCV,Computer Vision & Image Processing,0.7,ICCV2021_1012_fulln.csv,Yes
Julia Hockenmaier,Univ. of Illinois at Urbana-Champaign,ICCV,Computer Vision & Image Processing,0.5095238095238095,ICCV2021_1012_fulln.csv,Yes
Julia Kempe,New York University,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Julian J. McAuley,Univ. of California - San Diego,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Jun Zhu 0001,Tsinghua University,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Jun-Yan Zhu,Carnegie Mellon University,ICCV,Computer Vision & Image Processing,1.9285714285714284,ICCV2021_1012_fulln.csv,Yes
Junaed Sattar,University of Minnesota,ICCV,Computer Vision & Image Processing,0.3333333333333333,ICCV2021_1012_fulln.csv,Yes
Junchi Yan,Shanghai Jiao Tong University,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Jungong Han,University of Sheffield,ICCV,Computer Vision & Image Processing,0.3428571428571428,ICCV2021_1012_fulln.csv,Yes
Junhui Hou,City University of Hong Kong,ICCV,Computer Vision & Image Processing,0.3928571428571428,ICCV2021_1012_fulln.csv,Yes
Junjun Jiang,Harbin Institute of Technology,ICCV,Computer Vision & Image Processing,0.2916666666666666,ICCV2021_1012_fulln.csv,Yes
Junliang Xing,Chinese Academy of Sciences,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Junwei Han,NWPU,ICCV,Computer Vision & Image Processing,1.6666666666666663,ICCV2021_1012_fulln.csv,Yes
Junzhou Huang,University of Texas at Arlington,ICCV,Computer Vision & Image Processing,0.4166666666666666,ICCV2021_1012_fulln.csv,Yes
Justin Johnson 0001,University of Michigan,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Justin M. Solomon,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.1666666666666666,ICCV2021_1012_fulln.csv,Yes
Justine Cassell,Carnegie Mellon University,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Justus Thies,TU Darmstadt,ICCV,Computer Vision & Image Processing,0.4166666666666666,ICCV2021_1012_fulln.csv,Yes
Jürgen Gall,University of Bonn,ICCV,Computer Vision & Image Processing,0.1428571428571428,ICCV2021_1012_fulln.csv,Yes
Jürgen Schmidhuber,KAUST,ICCV,Computer Vision & Image Processing,0.75,ICCV2021_1012_fulln.csv,Yes
K. Madhava Krishna,IIIT Hyderabad,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Kai Li 0001,Princeton University,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Kai-Wei Chang,Univ. of California - Los Angeles,ICCV,Computer Vision & Image Processing,0.2,ICCV2021_1012_fulln.csv,Yes
Kaiming He,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,21.30833333333333,ICCV2021_1012_fulln.csv,Yes
Kaiqi Huang,Chinese Academy of Sciences,ICCV,Computer Vision & Image Processing,1.5666666666666669,ICCV2021_1012_fulln.csv,Yes
Karan Singh,University of Toronto,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Karen Livescu,TTI Chicago,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Karthik Desingh,University of Minnesota,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
Karthik Narasimhan,Princeton University,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Katerina Fragkiadaki,Carnegie Mellon University,ICCV,Computer Vision & Image Processing,0.5,ICCV2021_1012_fulln.csv,Yes
Kavita Bala,Cornell University,ICCV,Computer Vision & Image Processing,0.25,ICCV2021_1012_fulln.csv,Yes
